,Company Name,Job Title,Salaries Reported,Location,Salary,,,
447,Infinite Computer Solutions,Data Scientist,1,Bangalore,1673063,,,
448,TVM Infotech,Data Scientist,1,Bangalore,20584,,,
449,Impact Analytics,Data Scientist,1,Bangalore,850169,,,
450,TCS e-Serve International,Data Scientist,1,Bangalore,1163669,,,
451,Admit.me,Data Scientist,1,Bangalore,1973587,,,
452,Envestnet,Data Scientist,1,Bangalore,566,,,
453,ExcelR,Data Scientist,1,Bangalore,370468,,,
454,Digité,Data Scientist,1,Bangalore,811180,,,
455,REACH Technologies,Data Scientist,1,Bangalore,11247,,,
456,KPMG,Data Scientist,1,Bangalore,622,,,
457,Yodlee,Data Scientist,1,Bangalore,39366,,,
458,Cerulean Information Technology,Data Scientist,1,Bangalore,1027486,,,
459,Rajat Minerals,Data Scientist,1,Bangalore,371441,,,
460,Jarvis Technology & Strategy Consulting,Data Scientist,1,Bangalore,1253863,,,
461,BizViz Technologies,Data Scientist,1,Bangalore,341748,,,
462,CAPA - Centre for Aviation,Data Scientist,1,Bangalore,5995002,,,
463,CoffeeBeans Consulting,Data Scientist,1,Bangalore,668498,,,
464,Neewee,Data Scientist,1,Bangalore,15438,,,
465,Aegis,Data Scientist,1,Bangalore,360220,,,
466,RDA Labs,Data Scientist,1,Bangalore,1994432,,,
467,GE,Data Scientist,1,Bangalore,488541,,,
468,Avian Acquisition,Data Scientist,1,Bangalore,1391697,,,
469,BuddhiMed Technologies,Data Scientist,1,Bangalore,1298412,,,
470,Wizely,Data Scientist,1,Bangalore,2455743,,,
471,Nestaway Technologies,Data Scientist,1,Bangalore,1708740,,,
472,Artis signature,Data Scientist,1,Bangalore,7524456,,,
473,Niama-Riesser,Data Scientist,1,Bangalore,251393,,,
474,CareerNet Consulting,Data Scientist,1,Bangalore,2376590,,,
475,OTO Capital,Data Scientist,1,Bangalore,1746726,,,
476,OkCredit,Data Scientist,1,Bangalore,1,,,
477,Ninestars Information Technologies,Data Scientist,1,Bangalore,325000,,,
478,ORMAE,Data Scientist,1,Bangalore,74938,,,
479,Amar Singh Chawal Wala,Data Scientist,1,Bangalore,1693803,,,
480,D2K Technologies India,Data Scientist,1,Bangalore,18199,,,
481,W.O. Insurance Brokers,Data Scientist,1,Bangalore,351141,,,
482,Indian Institute of Science,Data Scientist,1,Bangalore,1849475,,,
483,Apra Labs,Data Scientist,1,Bangalore,108230,,,
484,Amazon,Data Scientist,1,Bangalore,999998,,,
485,EagleView,Data Scientist,1,Bangalore,37584,,,
486,Samsung India Electronics,Data Scientist,1,Bangalore,161554,,,
487,Self,Data Scientist,1,Bangalore,846233,,,
488,KhataBook,Data Scientist,1,Bangalore,2433547,,,
489,Meta,Data Scientist,1,Bangalore,4514674,,,
490,Yotta Systems,Data Scientist,1,Bangalore,38493,,,
491,Neha Bhakat,Data Scientist,1,Bangalore,700011,,,
492,Batlivala & Karani Securities,Data Scientist,1,Bangalore,617520,,,
493,CoRover,Data Scientist,1,Bangalore,11142,,,
494,Fresherworld.com,Data Scientist,1,Bangalore,730802,,,
495,Abhinav Immigration Services Pvt. Ltd.,Data Scientist,1,Bangalore,1324539,,,
496,Tekion,Data Scientist,1,Bangalore,1983605,,,
497,Blah,Data Scientist,1,Bangalore,44,,,
498,Genpact,Data Scientist,1,Bangalore,12381,,,
499,Musubi Management,Data Scientist,1,Bangalore,70655,,,
500,CSIR-NGRI,Data Scientist,1,Bangalore,28119,,,
501,Schneider Electric,Data Scientist,1,Bangalore,36143,,,
502,Multi Recruit,Data Scientist,1,Bangalore,1937670,,,
503,Simplify360,Data Scientist,1,Bangalore,189616,,,
504,ZestMoney,Data Scientist,1,Bangalore,1541228,,,
505,redBus India,Data Scientist,1,Bangalore,2194861,,,
506,qplum,Data Scientist,1,Bangalore,4885471,,,
507,YGroup Companies,Data Scientist,1,Bangalore,1600600,,,
508,Virtual Employee,Data Scientist,1,Bangalore,22000,,,
509,Suhana Shabnam,Data Scientist,1,Bangalore,73,,,
510,Elasto Tech Industries,Data Scientist,1,Bangalore,883159,,,
511,Saksoft,Data Scientist,1,Bangalore,1880795,,,
512,Neviton,Data Scientist,1,Bangalore,1123652,,,
513,Megha Engineering and Infrastructure,Data Scientist,1,Bangalore,17996,,,
514,Zebra Technologies,Data Scientist,1,Bangalore,1239174,,,
515,Jupiter Money,Data Scientist,1,Bangalore,926,,,
516,DataScientest,Data Scientist,1,Bangalore,409290,,,
517,Inceptua,Data Scientist,1,Bangalore,309535,,,
518,Chemdiqas R & D,Data Scientist,1,Bangalore,666056,,,
519,Freelance,Data Scientist,1,Bangalore,3250773,,,
520,Tricog Health Services,Data Scientist,1,Bangalore,736073,,,
521,Everyday Health Group,Data Scientist,1,Bangalore,1849758,,,
522,Defence Research & Development Organisation,Data Scientist,1,Bangalore,13275,,,
523,Raja Software Labs,Data Scientist,1,Bangalore,538385,,,
524,Precifab Technologies,Data Scientist,1,Bangalore,36641,,,
525,Flip Robo,Data Scientist,1,Bangalore,35171,,,
526,Dacasa Financeira,Data Scientist,1,Bangalore,3132009,,,
527,Kaplan,Data Scientist,1,Bangalore,1960385,,,
528,Speridian Technologies,Data Scientist,1,Bangalore,88854,,,
529,Evarcity,Data Scientist,1,Bangalore,361426,,,
530,Danske IT and Support Services,Data Scientist,1,Bangalore,1635359,,,
531,DataScientest,Data Scientist,1,Bangalore,502235,,,
532,Target,Data Scientist,1,Bangalore,52244,,,
533,Lucidity Consulting Group,Data Scientist,1,Bangalore,60839,,,
534,Furlenco,Data Scientist,1,Bangalore,21672,,,
535,MagicBricks,Data Scientist,1,Bangalore,1706945,,,
536,Government Engineering College,Data Scientist,1,Bangalore,405591,,,
537,Sears,Data Scientist,1,Bangalore,852772,,,
538,Accurence,Data Scientist,1,Bangalore,102323,,,
539,EXL Service,Data Scientist,1,Bangalore,888153,,,
540,i4u Labs,Data Scientist,1,Bangalore,2992992,,,
541,Amara Raja,Data Scientist,1,Bangalore,36836,,,
542,pion.ai,Data Scientist,1,Bangalore,50613,,,
543,Allianz,Data Scientist,1,Bangalore,24660,,,
544,BT,Data Scientist,1,Bangalore,1350349,,,
545,Infosys BPM,Data Scientist,1,Bangalore,31,,,
546,Dun & Bradstreet,Data Scientist,1,Bangalore,1904025,,,
547,HSBC Electronic Data Processing India,Data Scientist,1,Bangalore,622,,,
548,First Student,Data Scientist,1,Bangalore,56274,,,
549,Inventeron Technologies And Business Solutions,Data Scientist,1,Bangalore,437437,,,
550,Symphony RetailAI,Data Scientist,1,Bangalore,1962431,,,
551,Novozymes,Data Scientist,1,Bangalore,1841987,,,
552,NeenOpal,Data Scientist,1,Bangalore,15660,,,
553,Sling Media,Data Scientist,1,Bangalore,1206266,,,
554,Fortraiz Infosec,Data Scientist,1,Bangalore,23,,,
555,Confidential,Data Scientist,1,Bangalore,1432516,,,
556,Freelancer,Data Scientist,1,Bangalore,1507,,,
557,Maharshi,Data Scientist,1,Bangalore,783002,,,
558,CommerceIQ,Data Scientist,1,Bangalore,207,,,
559,StoneX,Data Scientist,1,Bangalore,1634312,,,
560,Pluralsight,Data Scientist,1,Bangalore,1850000,,,
561,Samsung Research America,Data Scientist,1,Bangalore,235,,,
562,Sabre,Data Scientist,1,Bangalore,2581613,,,
563,Tesco Bengaluru,Data Scientist,1,Bangalore,2512238,,,
564,Big Data Science Research,Data Scientist,1,Bangalore,742880,,,
565,Gear up,Data Scientist,1,Bangalore,1125549,,,
566,Allegion,Data Scientist,1,Bangalore,1288025,,,
567,Orbinet Technologies,Data Scientist,1,Bangalore,722612,,,
568,InnovatorsBay,Data Scientist,1,Bangalore,57698,,,
569,Epsilon,Data Scientist,1,Bangalore,1693373,,,
570,Reliance Industries,Data Scientist,1,Bangalore,62,,,
571,Elpis IT Solutions,Data Scientist,1,Bangalore,1712858,,,
572,Sigmoid Analytics,Data Scientist,1,Bangalore,75,,,
573,Silfra Technologies,Data Scientist,1,Bangalore,740000,,,
574,Enquero,Data Scientist,1,Bangalore,1480908,,,
575,Safeducate Institute of Learning,Data Scientist,1,Bangalore,826553,,,
576,Unbxd,Data Scientist,1,Bangalore,2838406,,,
577,Hotify,Data Scientist,1,Bangalore,1336995,,,
578,Shiv Nadar University,Data Scientist,1,Bangalore,613936,,,
579,Deccan Infosystems,Data Scientist,1,Bangalore,515891,,,
580,AXA,Data Scientist,1,Bangalore,101548,,,
581,HyperWorks Imaging,Data Scientist,1,Bangalore,1555476,,,
582,Other,Data Scientist,1,Bangalore,107054,,,
583,Mindtree,Data Scientist,1,Bangalore,1073886,,,
584,Netradyne,Data Scientist,1,Bangalore,808,,,
585,Freelancer,Data Scientist,1,Bangalore,1244381,,,
586,Commonwealth Bank of Australia,Data Scientist,1,Bangalore,1555054,,,
587,Cepheid,Data Scientist,1,Bangalore,63,,,
588,Talent Zone Consultants,Data Scientist,1,Bangalore,240871,,,
589,Starcom Information Technology,Data Scientist,1,Bangalore,773836,,,
590,Equinor,Data Scientist,1,Bangalore,676,,,
591,Datascribe Technologies,Data Scientist,1,Bangalore,112474,,,
592,Akaike Technologies,Data Scientist,1,Bangalore,746629,,,
593,Tenzai,Data Scientist,1,Bangalore,626402,,,
594,Grab,Data Scientist,1,Bangalore,490608,,,
595,Pratilipi,Data Scientist,1,Bangalore,3447524,,,
596,PK,Data Scientist,1,Bangalore,1330194,,,
597,Shashank Medi Pharma,Data Scientist,1,Bangalore,235379,,,
598,Rashi Information Services,Data Scientist,1,Bangalore,17,,,
599,NielsenIQ,Data Scientist,1,Bangalore,105,,,
600,Practo Technologies,Data Scientist,1,Bangalore,1727725,,,
601,Couture AI,Data Scientist,1,Bangalore,2100000,,,
602,Cognizant Technology Solutions,Data Scientist,1,Bangalore,433436,,,
603,Litifer,Data Scientist,1,Bangalore,10449,,,
604,L Brands,Data Scientist,1,Bangalore,1567329,,,
605,Nuartin Labs,Data Scientist,1,Bangalore,508,,,
606,Freshworks,Data Scientist,1,Bangalore,5385118,,,
607,LTI,Data Scientist,1,Bangalore,266039,,,
608,BankBazaar,Data Scientist,1,Bangalore,1022786,,,
609,GCC services,Data Scientist,1,Bangalore,237,,,
610,Dayananda Sagar College of Engineering,Data Scientist,1,Bangalore,618607,,,
611,Google,Data Scientist,1,Bangalore,1000,,,
612,Vmoksha Technologies,Data Scientist,1,Bangalore,499807,,,
613,HiLabs,Data Scientist,1,Bangalore,1962026,,,
614,Fiserv,Data Scientist,1,Bangalore,237,,,
615,Ziafa Technologies,Data Scientist,1,Bangalore,571859,,,
616,Webi7,Data Scientist,1,Bangalore,77905,,,
617,Prakshep,Data Scientist,1,Bangalore,75251,,,
618,Deutsche Bank,Data Scientist,1,Bangalore,1539717,,,
619,Giftiicon,Data Scientist,1,Bangalore,792197,,,
620,Synechron,Data Scientist,1,Bangalore,1099231,,,
621,Postman,Data Scientist,1,Bangalore,1454222,,,
622,American Express,Data Scientist,1,Bangalore,39345,,,
623,AmberTAG Analytics,Data Scientist,1,Bangalore,347314,,,
624,Cisco Systems,Data Scientist,1,Bangalore,1143861,,,
625,ABC Tech,Data Scientist,1,Bangalore,61068,,,
626,Allstate India,Data Scientist,1,Bangalore,100325,,,
627,MoneyTap,Data Scientist,1,Bangalore,3097936,,,
628,Almug,Data Scientist,1,Bangalore,76161,,,
629,Refinitiv,Data Scientist,1,Bangalore,42821,,,
630,Tata Consultancy Services,Data Scientist,1,Bangalore,374688,,,
631,Cyient,Data Scientist,1,Bangalore,1008616,,,
632,Losch Engineering,Data Scientist,1,Bangalore,101227,,,
633,AMPROVIT TECHNOLOGIES,Data Scientist,1,Bangalore,67517,,,
634,Kiwi labs,Data Scientist,1,Bangalore,3411087,,,
635,BidMath,Data Scientist,1,Bangalore,1032645,,,
636,Siemens Healthineers,Data Scientist,1,Bangalore,2005493,,,
637,CognitiveWorks,Data Scientist,1,Bangalore,535268,,,
638,Sunrise Senior Living,Data Scientist,1,Bangalore,502448,,,
639,VJTI,Data Scientist,1,Bangalore,36117,,,
640,Levi Strauss,Data Scientist,1,Bangalore,472514,,,
641,AscentHR Services,Data Scientist,1,Bangalore,354237,,,
642,Snap,Data Scientist,1,Bangalore,4498962,,,
643,WNS,Data Scientist,1,Bangalore,340,,,
644,Schlumberger,Data Scientist,1,Bangalore,1088834,,,
645,Atos-Syntel,Data Scientist,1,Bangalore,409290,,,
646,Forec Software Solutions,Data Scientist,1,Bangalore,613519,,,
647,Tata Consultancy Services,Data Scientist,30,Pune,717331,,,
648,Innoplexus,Data Scientist,17,Pune,1163186,,,
649,IBM,Data Scientist,11,Pune,1036536,,,
650,AlgoAnalytics Financial Consultancy,Data Scientist,11,Pune,742883,,,
651,ZS Associates,Data Scientist,10,Pune,1294039,,,
652,Wolters Kluwer,Data Scientist,10,Pune,1154579,,,
653,Cognizant Technology Solutions,Data Scientist,8,Pune,765632,,,
654,Wipro,Data Scientist,7,Pune,150,,,
655,Bajaj Finance,Data Scientist,7,Pune,956307,,,
656,SG Analytics,Data Scientist,7,Pune,816946,,,
657,Michelin,Data Scientist,6,Pune,1146043,,,
658,Tech Mahindra,Data Scientist,5,Pune,1114163,,,
659,Merkle,Data Scientist,5,Pune,1134768,,,
660,Infosys,Data Scientist,4,Pune,878252,,,
661,Capgemini,Data Scientist,4,Pune,898351,,,
662,LTI,Data Scientist,4,Pune,814017,,,
663,Vodafone,Data Scientist,4,Pune,940423,,,
664,Eaton,Data Scientist,4,Pune,1121845,,,
665,T-Systems,Data Scientist,4,Pune,1215906,,,
666,Coupa Software Inc,Data Scientist,4,Pune,1055811,,,
667,Aera Technology,Data Scientist,4,Pune,1622612,,,
668,ABC,Data Scientist,3,Pune,42249,,,
669,Amdocs,Data Scientist,3,Pune,718534,,,
670,Atos-Syntel,Data Scientist,3,Pune,423422,,,
671,Barclays,Data Scientist,3,Pune,1733746,,,
672,KPIT Technologies,Data Scientist,3,Pune,1655120,,,
673,Credit Suisse,Data Scientist,3,Pune,1421672,,,
674,Saama Technologies,Data Scientist,3,Pune,934857,,,
675,Exela Technologies,Data Scientist,3,Pune,56,,,
676,Linsyssoft Technologies,Data Scientist,3,Pune,411680,,,
677,HCL Technologies,Data Scientist,2,Pune,61248,,,
678,Fresher,Data Scientist,2,Pune,51920,,,
679,Axis Bank,Data Scientist,2,Pune,232796,,,
680,Freelancer,Data Scientist,2,Pune,1001630,,,
681,Citi,Data Scientist,2,Pune,1577759,,,
682,ADP,Data Scientist,2,Pune,52491,,,
683,Birlasoft,Data Scientist,2,Pune,5216933,,,
684,John Deere,Data Scientist,2,Pune,1463658,,,
685,Xoriant,Data Scientist,2,Pune,1772001,,,
686,GS Lab,Data Scientist,2,Pune,834387,,,
687,Searce,Data Scientist,2,Pune,828221,,,
688,Globant,Data Scientist,2,Pune,100275,,,
689,e-Zest Solutions,Data Scientist,2,Pune,932104,,,
690,Datametica,Data Scientist,2,Pune,983550,,,
691,Vyom Labs,Data Scientist,2,Pune,25446,,,
692,Vishwakarma Institute of Technology,Data Scientist,2,Pune,602,,,
693,Knorex,Data Scientist,2,Pune,53475,,,
694,CanWill Technologies,Data Scientist,2,Pune,1161602,,,
695,ThinkBridge,Data Scientist,2,Pune,63058,,,
696,Coditation Systems,Data Scientist,2,Pune,46977,,,
697,MindBowser Info Solutions,Data Scientist,2,Pune,283914,,,
698,Climate Connect,Data Scientist,2,Pune,731758,,,
699,Tech9,Data Scientist,2,Pune,1687208,,,
700,Eagle TK Infotech,Data Scientist,2,Pune,713466,,,
701,Fusion Practices,Data Scientist,2,Pune,56250,,,
702,Xeco,Data Scientist,2,Pune,499961,,,
703,DeepTek Medical Imaging,Data Scientist,2,Pune,895000,,,
704,vElement,Data Scientist,2,Pune,253851,,,
705,Asquared IoT,Data Scientist,2,Pune,637645,,,
706,HiLabs (MD),Data Scientist,2,Pune,1954650,,,
707,Jash Data Sciences,Data Scientist,2,Pune,669083,,,
708,HiLabs,Data Scientist,2,Pune,1833778,,,
709,Tata Consultancy Services,Data Scientist,1,Pune,703427,,,
710,Amazon,Data Scientist,1,Pune,115884,,,
711,ABC,Data Scientist,1,Pune,1,,,
712,Concentrix,Data Scientist,1,Pune,289045,,,
713,Google,Data Scientist,1,Pune,7571032,,,
714,Persistent Systems,Data Scientist,1,Pune,2141,,,
715,DONE by NONE,Data Scientist,1,Pune,4444315,,,
716,DONE by NONE,Data Scientist,1,Pune,1,,,
717,WNS,Data Scientist,1,Pune,205049,,,
718,Mahindra,Data Scientist,1,Pune,905000,,,
719,Kotak Mahindra,Data Scientist,1,Pune,23,,,
720,eClerx,Data Scientist,1,Pune,870000,,,
721,BNY Mellon,Data Scientist,1,Pune,64232,,,
722,Zomato,Data Scientist,1,Pune,1250000,,,
723,Hinduja Global Solutions,Data Scientist,1,Pune,1176710,,,
724,Thoughtworks,Data Scientist,1,Pune,2569287,,,
725,Fractal,Data Scientist,1,Pune,1404565,,,
726,TietoEVRY,Data Scientist,1,Pune,787318,,,
727,Johnson Controls,Data Scientist,1,Pune,713136,,,
728,Johnson Controls,Data Scientist,1,Pune,467428,,,
729,Dassault Systemes,Data Scientist,1,Pune,983196,,,
730,Apple,Data Scientist,1,Pune,1507820,,,
731,MetLife,Data Scientist,1,Pune,17,,,
732,Red Hat,Data Scientist,1,Pune,5398754,,,
733,Visteon,Data Scientist,1,Pune,2411749,,,
734,PhonePe,Data Scientist,1,Pune,2550000,,,
735,C-DAC,Data Scientist,1,Pune,449896,,,
736,Attra,Data Scientist,1,Pune,2249481,,,
737,NICE,Data Scientist,1,Pune,1649524,,,
738,Sokrati,Data Scientist,1,Pune,27235,,,
739,Pitney Bowes,Data Scientist,1,Pune,755000,,,
740,AXA,Data Scientist,1,Pune,1070000,,,
741,FirstCry com,Data Scientist,1,Pune,67404,,,
742,Internshala,Data Scientist,1,Pune,542139,,,
743,Saama Technologies,Data Scientist,1,Pune,934857,,,
744,BlueConch Technologies,Data Scientist,1,Pune,1104109,,,
745,Volkswagen,Data Scientist,1,Pune,5184922,,,
746,Datametica,Data Scientist,1,Pune,19177,,,
747,Innoplexus,Data Scientist,1,Pune,30534,,,
748,Dream11,Data Scientist,1,Pune,2248126,,,
749,SS Supply Chain Solutions,Data Scientist,1,Pune,1312312,,,
750,Cognizant Softvision,Data Scientist,1,Pune,498618,,,
751,Goodwill,Data Scientist,1,Pune,12000,,,
752,IVL Global,Data Scientist,1,Pune,668980,,,
753,Verificient Technologies,Data Scientist,1,Pune,11036,,,
754,Tata Research Development and Design Centre,Data Scientist,1,Pune,1267472,,,
755,Medline Industries,Data Scientist,1,Pune,461,,,
756,Amphisoft Technologies,Data Scientist,1,Pune,517,,,
757,Pratham,Data Scientist,1,Pune,38000,,,
758,Evolent Health,Data Scientist,1,Pune,1541229,,,
759,Presidency University (Bangalore),Data Scientist,1,Pune,725889,,,
760,Google Cloud,Data Scientist,1,Pune,3211608,,,
761,ABC do ABC,Data Scientist,1,Pune,513743,,,
762,advids.co,Data Scientist,1,Pune,80495,,,
763,vPhrase,Data Scientist,1,Pune,541685,,,
764,EarlySalary.com,Data Scientist,1,Pune,566,,,
765,Helpshift,Data Scientist,1,Pune,68088,,,
766,ThinkBumblebee Analytics,Data Scientist,1,Pune,307,,,
767,ThinkBumblebee Analytics,Data Scientist,1,Pune,10387,,,
768,Innodatatics,Data Scientist,1,Pune,23,,,
769,OnlineSales.ai,Data Scientist,1,Pune,144479,,,
770,Ellicium Solutions Private Limited,Data Scientist,1,Pune,247678,,,
771,RAKESH GROUP,Data Scientist,1,Pune,5016304,,,
772,Yagna iQ,Data Scientist,1,Pune,19505,,,
773,Apptware,Data Scientist,1,Pune,73,,,
774,Seventh Contact Hiring Solutions,Data Scientist,1,Pune,3008206,,,
775,Peak,Data Scientist,1,Pune,148,,,
776,Cloud Counselage,Data Scientist,1,Pune,10770,,,
777,Gibots,Data Scientist,1,Pune,412713,,,
778,SCORG Technologies,Data Scientist,1,Pune,46,,,
779,Infodeal,Data Scientist,1,Pune,849156,,,
780,BancTec,Data Scientist,1,Pune,641549,,,
781,American Student Assistance,Data Scientist,1,Pune,25925,,,
782,Raghavendra Rathore Jodhpur,Data Scientist,1,Pune,1567329,,,
783,Navidium,Data Scientist,1,Pune,681546,,,
784,Express Analytics,Data Scientist,1,Pune,877015,,,
785,Optra Health,Data Scientist,1,Pune,1722605,,,
786,WebShar,Data Scientist,1,Pune,888545,,,
787,Kudos Finance and Investments,Data Scientist,1,Pune,33742,,,
788,Argus System,Data Scientist,1,Pune,595000,,,
789,IFS India Mercantile,Data Scientist,1,Pune,610000,,,
790,DasDas,Data Scientist,1,Pune,4466071,,,
791,Pisyst,Data Scientist,1,Pune,107054,,,
792,Comsense Technologies,Data Scientist,1,Pune,396166,,,
793,Entrepreneurs' Organization,Data Scientist,1,Pune,80007,,,
794,ManCorp Innovation Labs,Data Scientist,1,Pune,120000,,,
795,Samyak Software,Data Scientist,1,Pune,61907,,,
796,JarvisSoft Technology,Data Scientist,1,Pune,506133,,,
797,NutaNXT Technologies,Data Scientist,1,Pune,841226,,,
798,QiO Technologies,Data Scientist,1,Pune,517,,,
799,Expert Freelancer Inc.,Data Scientist,1,Pune,553419,,,
800,Strattek Consulting,Data Scientist,1,Pune,8000,,,
801,Srivenk Soft Solutions,Data Scientist,1,Pune,652120,,,
802,Automaton AI,Data Scientist,1,Pune,637739,,,
803,Shogini Technoarts,Data Scientist,1,Pune,361124,,,
804,Global AI,Data Scientist,1,Pune,31,,,
805,Go Digital,Data Scientist,1,Pune,606034,,,
806,Prophecy Labs,Data Scientist,1,Pune,2052566,,,
807,Aniket Sonawane,Data Scientist,1,Pune,23,,,
808,URS Technologies Solutions,Data Scientist,1,Pune,948931,,,
809,EventStreet,Data Scientist,1,Pune,690132,,,
810,Kushim,Data Scientist,1,Pune,31000,,,
811,Flipper Code,Data Scientist,1,Pune,369895,,,
812,We Are Novella,Data Scientist,1,Pune,671220,,,
813,akhil sajeev,Data Scientist,1,Pune,250815,,,
814,VisionNLP,Data Scientist,1,Pune,540000,,,
815,PSL (India),Data Scientist,1,Pune,1149375,,,
816,Innoplexus Associate,Data Scientist,9,Pune,1057005,,,
817,ZS Associates,Data Science Consultant,5,Pune,2671464,,,
818,ZS Associates Senior,Data Scientist,4,Pune,1997263,,,
819,Coriolis Technologies,Data Science,3,Pune,16825,,,
820,Schlumberger,Data Science,2,Pune,30027,,,
821,Wolters Kluwer,Data Science,2,Pune,28717,,,
822,Innoplexus,Data Science,2,Pune,30693,,,
823,EarlySalary.com,Data Science,2,Pune,35268,,,
824,Express Analytics,Data Science,2,Pune,17949,,,
825,Tata Consultancy Services,Senior Data Scientist,2,Pune,2092324,,,
826,Wipro Technologies,Senior Data Scientist,2,Pune,2182516,,,
827,Barclays,Senior Data Scientist,2,Pune,2796928,,,
828,Bajaj Finance,Senior Data Scientist,2,Pune,1392244,,,
829,Wolters Kluwer,Senior Data Scientist,2,Pune,1903930,,,
830,Icertis,Senior Data Scientist,2,Pune,1033817,,,
831,Abzooba,Senior Data Scientist,2,Pune,2170283,,,
832,Aera Technology,Senior Data Scientist,2,Pune,1058135,,,
833,AlgoAnalytics Financial Consultancy,Senior Data Scientist,2,Pune,1696245,,,
834,SG Analytics,Junior Data Scientist,2,Pune,708351,,,
835,Maxgen Technologies,Junior Data Scientist,2,Pune,14329,,,
836,Infosys,Lead Data Scientist,2,Pune,1653998,,,
837,Wipro,Lead Data Scientist,2,Pune,1892322,,,
838,ZS Associates,Data Science Manager,2,Pune,4619021,,,
839,Abzooba,Data Scientist - Trainee,2,Pune,50876,,,
840,Schlumberger,Data Science Lead,2,Pune,4068310,,,
841,Nones Data Science,Data Science,1,Pune,5137,,,
842,Mahindra,Data Science,1,Pune,16979,,,
843,BNY Mellon,Data Science,1,Pune,61394,,,
844,JCB,Data Science,1,Pune,112474,,,
845,Datametica,Data Science,1,Pune,19040,,,
846,Subway,Data Science,1,Pune,41549,,,
847,Aera Technology,Data Science,1,Pune,28896,,,
848,iNeuron,Data Science,1,Pune,346353,,,
849,Fresh Gravity,Data Science,1,Pune,52577,,,
850,Apptware,Data Science,1,Pune,12279,,,
851,Ecozen Solutions,Data Science,1,Pune,24427,,,
852,Sciffer Analytics,Data Science,1,Pune,5353,,,
853,Aventior,Data Science,1,Pune,14217,,,
854,DemandMatrix,Data Science,1,Pune,36356,,,
855,Comsense Technologies,Data Science,1,Pune,10326,,,
856,Technogeeks,Data Science,1,Pune,215405,,,
857,Unscrambl,Data Science,1,Pune,20065,,,
858,Tata Consultancy Services,Senior Data Scientist,1,Pune,324089,,,
859,Accenture,Senior Data Scientist,1,Pune,1076606,,,
860,NTT DATA,Senior Data Scientist,1,Pune,808,,,
861,Vodafone,Senior Data Scientist,1,Pune,474,,,
862,Zensar Technologies,Senior Data Scientist,1,Pune,1485766,,,
863,Credit Suisse,Senior Data Scientist,1,Pune,2821193,,,
864,Thoughtworks,Senior Data Scientist,1,Pune,3654010,,,
865,UBS,Senior Data Scientist,1,Pune,1774461,,,
866,TVS Motor Company,Senior Data Scientist,1,Pune,235,,,
867,Red Hat,Senior Data Scientist,1,Pune,44,,,
868,Bajaj Allianz General Insurance Co,Senior Data Scientist,1,Pune,107702,,,
869,SG Analytics,Senior Data Scientist,1,Pune,1306108,,,
870,Pitney Bowes,Senior Data Scientist,1,Pune,474,,,
871,Xento Systems,Senior Data Scientist,1,Pune,1125483,,,
872,Quick Heal,Senior Data Scientist,1,Pune,1954352,,,
873,XPO Logistics,Senior Data Scientist,1,Pune,2716704,,,
874,GE Capital,Senior Data Scientist,1,Pune,144449,,,
875,Coupa Software Inc,Senior Data Scientist,1,Pune,3650320,,,
876,USEReady,Senior Data Scientist,1,Pune,1504891,,,
877,Blackstraw,Senior Data Scientist,1,Pune,2192406,,,
878,Aegon,Senior Data Scientist,1,Pune,508,,,
879,Aligned Automation,Senior Data Scientist,1,Pune,2579455,,,
880,AlgoAnalytics Pvt. Ltd.,Senior Data Scientist,1,Pune,120391,,,
881,Infosys,Junior Data Scientist,1,Pune,1038730,,,
882,Datametica,Junior Data Scientist,1,Pune,478015,,,
883,Pisyst,Junior Data Scientist,1,Pune,160580,,,
884,Groots (India),Junior Data Scientist,1,Pune,10370,,,
885,Ambrapali Electrotech,Junior Data Scientist,1,Pune,413058,,,
886,Accenture,Lead Data Scientist,1,Pune,2839138,,,
887,ADP,Lead Data Scientist,1,Pune,1520967,,,
888,Zensar Technologies,Lead Data Scientist,1,Pune,1531979,,,
889,BNY Mellon,Lead Data Scientist,1,Pune,1674730,,,
890,Microsoft,Data Scientist,23,Hyderabad,1712178,,,
891,Cyient,Data Scientist,20,Hyderabad,999578,,,
892,Tata Consultancy Services,Data Scientist,18,Hyderabad,697843,,,
893,Infosys,Data Scientist,18,Hyderabad,583334,,,
894,Amazon,Data Scientist,15,Hyderabad,693,,,
895,Innominds Software,Data Scientist,10,Hyderabad,743423,,,
896,Tech Mahindra,Data Scientist,9,Hyderabad,652546,,,
897,Quadratic Insights,Data Scientist,9,Hyderabad,83,,,
898,Jotter,Data Scientist,9,Hyderabad,915028,,,
899,Cognizant Technology Solutions,Data Scientist,8,Hyderabad,890344,,,
900,Jio,Data Scientist,8,Hyderabad,1997027,,,
901,Verizon,Data Scientist,8,Hyderabad,1330683,,,
902,Optum,Data Scientist,8,Hyderabad,1464110,,,
903,Accenture,Data Scientist,7,Hyderabad,1104293,,,
904,Deloitte,Data Scientist,7,Hyderabad,1483132,,,
905,First Student,Data Scientist,6,Hyderabad,53365,,,
906,Novartis,Data Scientist,6,Hyderabad,1280703,,,
907,Karvy Group,Data Scientist,6,Hyderabad,594589,,,
908,HighRadius,Data Scientist,5,Hyderabad,861434,,,
909,Micron Technology,Data Scientist,5,Hyderabad,1564421,,,
